id,filename,width,height,class,xmin,ymin,xmax,ymax
1831,1346.jpg,8320,3328,comercial,2929,1074,4146,2300
1832,1346.jpg,8320,3328,comercial,2175,1737,2842,2283
1833,1346.jpg,8320,3328,comercial,6486,1590,7019,2196
1834,1346.jpg,8320,3328,comercial,1477,1538,2101,2244
1835,1346.jpg,8320,3328,comercial,875,1624,1442,2279
1836,1346.jpg,8320,3328,comercial,0,82,1070,2309
1837,1346.jpg,8320,3328,comercial,7340,940,8315,2274
1838,1347.jpg,8320,3328,comercial,2123,1646,2664,1958
1839,1347.jpg,8320,3328,comercial,0,1655,359,2027
1840,1347.jpg,8320,3328,comercial,3828,1584,4258,1848
1841,1347.jpg,8320,3328,comercial,4830,1615,4984,1823
1842,1347.jpg,8320,3328,comercial,6563,1618,6759,1853
1843,1348.jpg,8320,3328,comercial,2387,1317,3479,2084
1844,1348.jpg,8320,3328,comercial,3791,1273,4333,2097
1845,1348.jpg,8320,3328,comercial,6712,1100,7292,2118
1846,1349.jpg,8320,3328,comercial,3111,1598,3969,2144
1847,1349.jpg,8320,3328,comercial,3943,1512,4675,2253
1848,1349.jpg,8320,3328,comercial,4727,947,6306,2211
1849,1349.jpg,8320,3328,comercial,6309,1169,7509,2079
1850,1349.jpg,8320,3328,comercial,2019,1577,3106,2274
1851,1350.jpg,8320,3328,comercial,4571,1603,5295,2240
1852,1350.jpg,8320,3328,comercial,5273,1520,5871,2214
1853,1350.jpg,8320,3328,comercial,6846,1416,7466,2097
1854,1351.jpg,8320,3328,comercial,4055,931,5139,2361
1855,1351.jpg,8320,3328,comercial,3293,1451,4138,2300
1856,1351.jpg,8320,3328,comercial,2339,1486,3301,2253
1857,1352.jpg,8320,3328,comercial,3124,1525,4532,2344
1858,1352.jpg,8320,3328,comercial,4701,1520,5360,2409
1859,1352.jpg,8320,3328,comercial,6062,1633,6785,2426
1860,1352.jpg,8320,3328,comercial,6868,1676,7405,2391
1861,1352.jpg,8320,3328,comercial,7232,1520,8250,2430
1862,1353.jpg,8320,3328,comercial,0,1425,1256,2357
1863,1353.jpg,8320,3328,comercial,1507,1516,3184,2413
1864,1353.jpg,8320,3328,comercial,3271,1377,3787,2227
1865,1353.jpg,8320,3328,comercial,4411,1525,6144,2422
1866,1353.jpg,8320,3328,comercial,6343,1295,7587,2378
1867,1354.jpg,8320,3328,comercial,4428,1711,5308,2318
1868,1354.jpg,8320,3328,comercial,6790,1234,7700,2084
1869,1354.jpg,8320,3328,comercial,2981,1516,3886,2279
1870,1354.jpg,8320,3328,comercial,1984,1490,2894,2352
1871,1355.jpg,8320,3328,comercial,4601,407,5628,2014
1872,1355.jpg,8320,3328,comercial,2326,1421,4302,2292
1873,1355.jpg,8320,3328,comercial,368,1373,2318,2218
1874,1355.jpg,8320,3328,comercial,8,1473,368,2235
1875,1356.jpg,8320,3328,comercial,6517,1546,7362,2513
1876,1356.jpg,8320,3328,comercial,4861,745,6681,2513
1877,1356.jpg,8320,3328,comercial,2062,363,4536,2500
1878,1357.jpg,8320,3328,no comercial,4229,1265,7799,2569
1879,1357.jpg,8320,3328,no comercial,896,1139,4268,2500
1880,1358.jpg,8320,3328,comercial,3050,1109,4216,2045
1881,1358.jpg,8320,3328,no comercial,5806,1334,6911,2292
1882,1359.jpg,8320,3328,comercial,2339,1299,3982,2430
1883,1359.jpg,8320,3328,no comercial,5264,1291,7297,2400
1884,1360.jpg,8320,3328,comercial,4333,1481,6036,2569
1885,1360.jpg,8320,3328,no comercial,0,1234,1915,2608
1886,1360.jpg,8320,3328,no comercial,5962,1273,6525,2062
1887,1362.jpg,8320,3328,no comercial,0,866,8315,2643
1888,1363.jpg,8320,3328,no comercial,1629,1013,5416,2621
1889,1364.jpg,8320,3328,no comercial,0,597,2019,2422
1890,1364.jpg,8320,3328,no comercial,1919,870,4159,2963
1891,1364.jpg,8320,3328,no comercial,4922,862,7063,2898
1892,1365.jpg,8320,3328,no comercial,0,658,8315,2872
1893,1366.jpg,8320,3328,no comercial,0,485,4207,2547
1894,1366.jpg,8320,3328,no comercial,4809,441,8315,2123
1895,1367.jpg,8320,3328,comercial,1949,744,4614,2751
1896,1367.jpg,8320,3328,comercial,0,823,1954,2716
1897,1367.jpg,8320,3328,comercial,5893,1317,8315,3024
1898,1368.jpg,8320,3328,comercial,3813,996,5212,2279
1899,1368.jpg,8320,3328,comercial,5282,1252,6105,2257
1900,1368.jpg,8320,3328,comercial,1876,1364,3002,2084
1901,1368.jpg,8320,3328,comercial,6096,1321,7024,2188
1902,1369.jpg,8320,3328,comercial,381,688,3596,2526
1903,1369.jpg,8320,3328,comercial,4333,1473,5988,2478
1904,1370.jpg,8320,3328,no comercial,3496,992,5893,2205
1905,1371.jpg,8320,3328,no comercial,1538,1178,4627,2478
1906,1371.jpg,8320,3328,comercial,0,745,1577,2435
1907,1372.jpg,8320,3328,no comercial,0,1117,8315,2985
1908,1373.jpg,8320,3328,no comercial,4766,1308,7483,2487
1909,1375.jpg,8320,3328,comercial,4216,1325,5780,2274
1910,1375.jpg,8320,3328,comercial,5667,1390,6781,2088
1911,1376.jpg,8320,3328,comercial,6915,1546,8311,2495
1912,1376.jpg,8320,3328,comercial,1104,1663,2404,2374
1913,1376.jpg,8320,3328,no comercial,3249,1100,4354,2313
1914,1377.jpg,8320,3328,no comercial,3778,1070,4671,1980
1915,1377.jpg,8320,3328,comercial,4692,1321,5316,1897
1916,1377.jpg,8320,3328,comercial,6157,1538,8315,2383
1917,1377.jpg,8320,3328,no comercial,2370,1377,3761,1919
1918,1377.jpg,8320,3328,no comercial,0,1252,1143,1802
1919,1378.jpg,8320,3328,no comercial,5368,1564,7123,2456
1920,1378.jpg,8320,3328,no comercial,2981,1317,4411,2240
1921,1378.jpg,8320,3328,comercial,0,1486,1035,2075
1922,1378.jpg,8320,3328,no comercial,1373,1520,2530,2318
1923,1379.jpg,8320,3328,no comercial,0,792,8315,2673
1924,1380.jpg,8320,3328,no comercial,4159,610,8315,2777
1925,1381.jpg,8320,3328,no comercial,2621,810,8315,2578
1926,1382.jpg,8320,3328,comercial,3124,1325,4437,2608
1927,1382.jpg,8320,3328,comercial,2565,1382,3210,2495
1928,1382.jpg,8320,3328,comercial,4822,1347,6534,2803
1929,1384.jpg,8320,3328,no comercial,0,580,4350,2396
1930,1384.jpg,8320,3328,no comercial,4541,667,8315,2487
1931,1385.jpg,8320,3328,no comercial,2097,1330,4354,2227
1932,1385.jpg,8320,3328,no comercial,4346,1299,5940,2079
1933,1386.jpg,8320,3328,comercial,6196,1304,7444,2430
1934,1387.jpg,8320,3328,no comercial,0,961,1178,2478
1935,1387.jpg,8320,3328,no comercial,2716,1113,4588,1988
1936,1387.jpg,8320,3328,comercial,6681,1143,8315,1733
1937,1388.jpg,8320,3328,no comercial,4146,1213,5789,2981
1938,1388.jpg,8320,3328,no comercial,5767,1577,6556,3145
1939,1388.jpg,8320,3328,no comercial,0,745,2916,2170
1940,1389.jpg,8320,3328,no comercial,0,827,8315,2461
1941,1390.jpg,8320,3328,no comercial,0,749,8298,3137
1942,1391.jpg,8320,3328,no comercial,0,1044,8315,2968
1943,1392.jpg,8320,3328,no comercial,0,857,8315,2534
1944,1393.jpg,8320,3328,no comercial,0,1026,8315,2989
1945,1394.jpg,8320,3328,no comercial,0,974,8315,2725
1946,1395.jpg,8320,3328,no comercial,5780,1269,8315,2881
1947,1395.jpg,8320,3328,no comercial,4029,1434,5841,2604
1948,1395.jpg,8320,3328,no comercial,3644,1629,4081,2222
1949,1395.jpg,8320,3328,comercial,3124,1568,3683,1980
1950,1395.jpg,8320,3328,comercial,0,1481,502,2430
1951,1395.jpg,8320,3328,comercial,398,1585,1013,2318
1952,1395.jpg,8320,3328,comercial,1057,1546,1369,2066
1953,1395.jpg,8320,3328,comercial,2409,1486,2825,1763
1954,1395.jpg,8320,3328,no comercial,2825,1451,3102,1845
1955,1396.jpg,8320,3328,comercial,3314,1343,4792,2253
1956,1396.jpg,8320,3328,no comercial,6083,1438,7461,2465
1957,1396.jpg,8320,3328,comercial,1429,1542,1793,1889
1958,1397.jpg,8320,3328,no comercial,2469,870,3990,2305
1959,1398.jpg,8320,3328,no comercial,4749,944,7249,2296
1960,1398.jpg,8320,3328,no comercial,0,1078,4367,2309
1961,1399.jpg,8320,3328,no comercial,0,571,8315,2833
1962,1400.jpg,8320,3328,no comercial,0,1113,8315,2907
1963,1401.jpg,8320,3328,no comercial,0,948,8315,2673
1964,1402.jpg,8320,3328,no comercial,5087,1187,6582,2556
1965,1403.jpg,8320,3328,comercial,190,987,1390,2322
1966,1403.jpg,8320,3328,comercial,1650,1191,2417,2487
1967,1403.jpg,8320,3328,comercial,4957,1416,6031,2643
1968,1404.jpg,8320,3328,no comercial,0,891,8315,2833
1969,1405.jpg,8320,3328,no comercial,0,862,8315,2846
1970,1406.jpg,8320,3328,no comercial,0,623,8315,2738
1971,1407.jpg,8320,3328,no comercial,0,303,4103,2929
1972,1407.jpg,8320,3328,no comercial,4068,823,7141,2222
1973,1408.jpg,8320,3328,no comercial,0,376,8315,2972
1974,1409.jpg,8320,3328,no comercial,0,762,8315,2989
1975,1410.jpg,8320,3328,no comercial,0,718,8315,2517
1976,1411.jpg,8320,3328,no comercial,0,784,8315,2972
1977,1412.jpg,8320,3328,no comercial,0,1057,8315,2764
1978,1413.jpg,8320,3328,no comercial,0,675,8315,2703
1979,1414.jpg,8320,3328,comercial,4753,1369,5927,2123
1980,1414.jpg,8320,3328,comercial,6794,1455,8315,2374
1981,1414.jpg,8320,3328,comercial,0,1637,996,2110
1982,1414.jpg,8320,3328,comercial,2322,1447,2825,2118
1983,1414.jpg,8320,3328,no comercial,3492,1117,4753,2487
1984,1415.jpg,8320,3328,no comercial,1715,1035,4337,2508
1985,1415.jpg,8320,3328,no comercial,4272,1035,8315,2734
1986,1416.jpg,8320,3328,no comercial,2786,914,5641,2500
1987,1416.jpg,8320,3328,no comercial,1954,1152,2842,2543
1988,1417.jpg,8320,3328,no comercial,4324,1217,5988,2638
1989,1417.jpg,8320,3328,no comercial,5953,1299,7630,2604
1990,1417.jpg,8320,3328,no comercial,1962,1399,4320,2643
1991,1418.jpg,8320,3328,no comercial,1399,1460,3574,2582
1992,1418.jpg,8320,3328,no comercial,6456,1447,8315,2118
1993,1419.jpg,8320,3328,comercial,1382,1321,3860,3033
1994,1419.jpg,8320,3328,no comercial,3821,1473,5043,2374
1995,1419.jpg,8320,3328,no comercial,4944,1477,6135,2508
1996,1419.jpg,8320,3328,comercial,5719,1564,6525,2201
1997,1420.jpg,8320,3328,comercial,3956,1373,5537,2643
1998,1420.jpg,8320,3328,comercial,6031,441,8315,1620
1999,1421.jpg,8320,3328,comercial,2790,1217,3687,2192
2000,1421.jpg,8320,3328,comercial,3631,1312,4610,2188
2001,1421.jpg,8320,3328,comercial,259,1031,996,2270
2002,1422.jpg,8320,3328,comercial,3587,1204,4502,2400
2003,1422.jpg,8320,3328,comercial,6387,827,7791,2339
2004,1422.jpg,8320,3328,comercial,7509,931,8315,2396
2005,1422.jpg,8320,3328,comercial,5927,1304,6842,2240
2006,1422.jpg,8320,3328,comercial,2716,1373,3613,2400
2007,1422.jpg,8320,3328,comercial,1581,1438,2274,2339
2008,1422.jpg,8320,3328,comercial,1187,896,1837,2396
2009,1422.jpg,8320,3328,comercial,0,1451,1148,2521
2010,1422.jpg,8320,3328,comercial,0,1278,571,2443
2011,1423.jpg,8320,3328,no comercial,0,411,8315,2638
2012,1424.jpg,8320,3328,no comercial,0,623,8315,2621
2013,1425.jpg,8320,3328,no comercial,0,714,1070,2209
2014,1425.jpg,8320,3328,no comercial,4177,1161,5312,2539
2015,1426.jpg,8320,3328,no comercial,3908,1343,5602,2257
2016,1426.jpg,8320,3328,no comercial,5572,1377,7266,2266
2017,1426.jpg,8320,3328,no comercial,2625,1343,3973,2270
2018,1426.jpg,8320,3328,comercial,931,1464,2643,2391
2019,1427.jpg,8320,3328,comercial,4255,1403,5208,1776
2020,1427.jpg,8320,3328,no comercial,5672,974,8315,2643
2021,1427.jpg,8320,3328,no comercial,1819,940,4129,2391
2022,1428.jpg,8320,3328,no comercial,0,736,8315,2911
2023,1429.jpg,8320,3328,comercial,4151,1507,5945,2365
2024,1429.jpg,8320,3328,no comercial,2556,1481,4120,2253
2025,1430.jpg,8320,3328,comercial,753,1451,1607,2344
2026,1430.jpg,8320,3328,comercial,0,1581,853,2192
2027,1430.jpg,8320,3328,no comercial,4805,1477,6239,2361
2028,1431.jpg,8320,3328,no comercial,4380,1360,6517,2794
2029,1431.jpg,8320,3328,no comercial,1850,1208,4393,2838
2030,1432.jpg,8320,3328,no comercial,0,1026,8315,2539
2031,1433.jpg,8320,3328,comercial,2816,1512,3457,2456
2032,1433.jpg,8320,3328,comercial,2227,1512,2799,2448
2033,1433.jpg,8320,3328,comercial,3171,1109,4528,2508
2034,1433.jpg,8320,3328,comercial,6928,1516,7656,2617
2035,1433.jpg,8320,3328,comercial,7643,1473,8315,2552
2036,1433.jpg,8320,3328,comercial,580,1520,1338,2478
2037,1434.jpg,8320,3328,comercial,3102,1490,3665,2097
2038,1434.jpg,8320,3328,comercial,4662,1529,5130,2140
2039,1434.jpg,8320,3328,comercial,5130,1551,5529,2105
2040,1434.jpg,8320,3328,comercial,5932,1499,6651,2110
2041,1434.jpg,8320,3328,comercial,6824,1481,7968,2101
2042,1434.jpg,8320,3328,no comercial,0,1239,1174,2222
2043,1435.jpg,8320,3328,comercial,6729,1533,8237,2318
2044,1435.jpg,8320,3328,no comercial,1889,1312,3037,2266
2045,1436.jpg,8320,3328,no comercial,4146,1403,5628,2170
2046,1436.jpg,8320,3328,comercial,5646,1451,6980,2339
2047,1436.jpg,8320,3328,no comercial,3128,1321,4185,2387
2048,1437.jpg,8320,3328,no comercial,0,527,3457,2456
2049,1437.jpg,8320,3328,comercial,3990,1373,5260,2110
2050,1438.jpg,8320,3328,no comercial,0,1039,4229,3080
2051,1438.jpg,8320,3328,no comercial,5113,1247,8315,2998
2052,1439.jpg,8320,3328,comercial,2976,1382,4021,2075
2053,1439.jpg,8320,3328,comercial,4025,1490,4788,1958
2054,1439.jpg,8320,3328,comercial,4866,1464,5334,1971
2055,1439.jpg,8320,3328,comercial,5351,1442,5875,1980
2056,1439.jpg,8320,3328,comercial,5659,1399,6200,1936
2057,1439.jpg,8320,3328,comercial,6317,1408,6790,1819
2058,1439.jpg,8320,3328,comercial,7674,1538,8315,1980
2059,1439.jpg,8320,3328,comercial,7396,1663,7726,1832
2060,1439.jpg,8320,3328,comercial,6998,1520,7414,1811
2061,1439.jpg,8320,3328,comercial,2006,1525,2422,1910
2062,1439.jpg,8320,3328,comercial,1650,1529,1811,1759
2063,1439.jpg,8320,3328,comercial,1338,1486,1620,1772
2064,1439.jpg,8320,3328,comercial,610,1503,1117,1915
2065,1440.jpg,8320,3328,no comercial,4675,584,6231,1975
2066,1440.jpg,8320,3328,comercial,1759,1351,3076,2300
2067,1441.jpg,8320,3328,comercial,2235,1425,3392,2209
2068,1441.jpg,8320,3328,comercial,3401,944,4086,2123
2069,1441.jpg,8320,3328,comercial,4055,1555,4978,2149
2070,1441.jpg,8320,3328,comercial,5433,1481,6070,2218
2071,1441.jpg,8320,3328,comercial,6057,1551,7063,2300
2072,1441.jpg,8320,3328,comercial,6720,1512,7656,2240
2073,1441.jpg,8320,3328,comercial,446,1360,2218,2253
2074,1441.jpg,8320,3328,comercial,0,1252,1083,2075
2075,1442.jpg,8320,3328,comercial,4697,1477,5299,1776
2076,1442.jpg,8320,3328,comercial,3336,1481,3964,1915
2077,1442.jpg,8320,3328,comercial,2764,1468,3336,1854
2078,1442.jpg,8320,3328,comercial,5407,1520,6239,1954
2079,1442.jpg,8320,3328,comercial,2495,1503,2924,1884
2080,1442.jpg,8320,3328,comercial,1967,1564,2430,1932
2081,1442.jpg,8320,3328,comercial,688,1620,1490,2032
2082,1442.jpg,8320,3328,comercial,21,1568,987,1997
2083,1442.jpg,8320,3328,no comercial,6621,1360,7587,2062
2084,1442.jpg,8320,3328,no comercial,7734,1399,8315,1967
2085,1443.jpg,8320,3328,comercial,701,1516,1299,2643
2086,1443.jpg,8320,3328,no comercial,1871,1585,3687,2547
2087,1444.jpg,8320,3328,no comercial,3947,1204,6404,2959
2088,1444.jpg,8320,3328,no comercial,1213,870,3839,2838
2089,1444.jpg,8320,3328,no comercial,6556,1195,8315,3020
2090,1445.jpg,8320,3328,no comercial,0,914,1096,2110
2091,1445.jpg,8320,3328,comercial,1200,1338,2599,2097
2092,1445.jpg,8320,3328,no comercial,4844,1234,6252,2768
2093,1445.jpg,8320,3328,no comercial,2664,1373,4718,2001
2094,1446.jpg,8320,3328,no comercial,3743,1585,5104,2872
2095,1446.jpg,8320,3328,no comercial,5104,1087,6430,1789
2096,1446.jpg,8320,3328,no comercial,1837,1091,3184,2036
2097,1447.jpg,8320,3328,no comercial,0,879,8315,2747
2098,1448.jpg,8320,3328,comercial,48,1739,461,2030
2099,1448.jpg,8320,3328,no comercial,3397,1633,3782,1884
2100,1448.jpg,8320,3328,no comercial,3921,1538,4484,1915
2101,1448.jpg,8320,3328,no comercial,4974,1542,5758,1906
2102,1448.jpg,8320,3328,comercial,5780,1546,6157,1824
2103,1448.jpg,8320,3328,no comercial,2387,1633,3011,1928
2104,1448.jpg,8320,3328,comercial,7301,1490,7994,1841
2105,1449.jpg,8320,3328,comercial,3596,1321,5975,2586
2106,1449.jpg,8320,3328,comercial,5750,1208,8315,2651
2107,1449.jpg,8320,3328,comercial,1780,1005,3639,2578
2108,1449.jpg,8320,3328,comercial,38,1130,1806,2669
2109,1450.jpg,8320,3328,comercial,2595,1486,3353,2547
2110,1450.jpg,8320,3328,comercial,0,1572,1369,2582
2111,1450.jpg,8320,3328,no comercial,5988,1330,7275,2478
2112,1451.jpg,8320,3328,no comercial,4389,1832,5477,2452
2113,1451.jpg,8320,3328,no comercial,5481,1832,6625,2461
2114,1452.jpg,8320,3328,no comercial,0,1044,8315,2894
2115,1453.jpg,8320,3328,no comercial,0,657,8228,2703
2116,1454.jpg,8320,3328,no comercial,0,606,3423,2838
2117,1454.jpg,8320,3328,no comercial,3986,930,6482,2638
2118,1454.jpg,8320,3328,no comercial,6434,788,8315,2790
2119,1455.jpg,8320,3328,no comercial,0,909,8315,2521
2120,1456.jpg,8320,3328,no comercial,1109,1299,2556,2729
2121,1456.jpg,8320,3328,no comercial,5065,1598,6456,2747
2122,1457.jpg,8320,3328,no comercial,0,1356,8315,2933
2123,1458.jpg,8320,3328,no comercial,0,1035,8315,2842
2124,1459.jpg,8320,3328,comercial,2816,1078,3852,2305
2125,1459.jpg,8320,3328,comercial,3847,597,5048,2153
2126,1459.jpg,8320,3328,no comercial,5130,1282,6664,2391
2127,1459.jpg,8320,3328,comercial,1477,1351,2812,2231
2128,1459.jpg,8320,3328,comercial,736,1256,1473,2175
2129,1460.jpg,8320,3328,comercial,3800,1208,4606,2335
2130,1460.jpg,8320,3328,comercial,4562,1195,5355,2214
2131,1460.jpg,8320,3328,comercial,5971,1477,6564,2192
2132,1460.jpg,8320,3328,comercial,6504,1104,7639,2084
2133,1460.jpg,8320,3328,comercial,7665,1273,8315,2183
2134,1460.jpg,8320,3328,comercial,1928,1369,3054,2348
2135,1460.jpg,8320,3328,comercial,3124,1585,3839,2266
2136,1460.jpg,8320,3328,comercial,103,1451,1789,2209
2137,1461.jpg,8320,3328,comercial,2162,771,4944,2274
2138,1462.jpg,8320,3328,no comercial,0,844,5841,2261
2139,1462.jpg,8320,3328,comercial,5893,1598,6127,1828
2140,1462.jpg,8320,3328,no comercial,7444,1351,8315,1932
2141,1463.jpg,8320,3328,no comercial,0,1061,8315,2647
2142,1464.jpg,8320,3328,comercial,4505,1557,4636,1700
2143,1464.jpg,8320,3328,comercial,3996,1598,4149,1749
2144,1464.jpg,8320,3328,no comercial,840,1564,1720,2370
2145,1464.jpg,8320,3328,no comercial,1611,1477,2326,2201
2146,1465.jpg,8320,3328,no comercial,0,680,8315,2703
2147,1466.jpg,8320,3328,no comercial,0,1343,8315,2989
2148,1467.jpg,8320,3328,no comercial,1204,905,4467,2391
2149,1467.jpg,8320,3328,no comercial,4315,1373,5394,2261
2150,1467.jpg,8320,3328,no comercial,5199,1265,6460,2166
2151,1467.jpg,8320,3328,no comercial,6248,1347,8315,2482
2152,1468.jpg,8320,3328,comercial,3080,1403,3709,1975
2153,1468.jpg,8320,3328,comercial,2443,1442,3163,1958
2154,1468.jpg,8320,3328,no comercial,4666,1226,6239,2209
2155,1468.jpg,8320,3328,no comercial,0,1061,714,2110
2156,1469.jpg,8320,3328,comercial,1607,1091,3150,2482
2157,1469.jpg,8320,3328,comercial,3592,1325,4753,2313
2158,1469.jpg,8320,3328,comercial,4822,1321,6070,2378
2159,1469.jpg,8320,3328,comercial,6079,1334,7115,2456
2160,1469.jpg,8320,3328,comercial,7089,1412,8246,2374
2161,1469.jpg,8320,3328,no comercial,0,1304,1048,2456
2162,1470.jpg,8320,3328,comercial,3470,1291,6690,2508
2163,1470.jpg,8320,3328,comercial,6300,1503,8315,2309
2164,1470.jpg,8320,3328,no comercial,0,1317,3739,2582
2165,1471.jpg,8320,3328,no comercial,0,272,8315,2560
2166,1472.jpg,8320,3328,no comercial,0,896,8315,2786
2167,1473.jpg,8320,3328,comercial,3132,1572,4493,2656
2168,1473.jpg,8320,3328,comercial,0,1174,3089,2608
2169,1473.jpg,8320,3328,no comercial,6291,1429,8012,2660
2170,1474.jpg,8320,3328,comercial,4606,1494,7227,2543
2171,1474.jpg,8320,3328,comercial,7362,1434,8315,2621
2172,1474.jpg,8320,3328,no comercial,2556,1490,4567,2352
2173,1474.jpg,8320,3328,no comercial,1113,1551,2552,2309
2174,1475.jpg,8320,3328,no comercial,0,896,8315,2894
2175,1476.jpg,8320,3328,no comercial,0,1200,8315,2781
2176,1477.jpg,8320,3328,no comercial,0,1139,8315,3072
2177,1478.jpg,8320,3328,no comercial,0,918,8315,2673
2178,1479.jpg,8320,3328,no comercial,0,1356,2322,2877
2179,1479.jpg,8320,3328,no comercial,2417,1377,3553,2777
2180,1479.jpg,8320,3328,no comercial,4441,1481,6148,3106
2181,1479.jpg,8320,3328,no comercial,6426,1408,8315,3223
2182,1480.jpg,8320,3328,no comercial,0,1078,7630,2833
2183,1480.jpg,8320,3328,comercial,7232,1724,8315,2855
2184,1481.jpg,8320,3328,comercial,2599,1213,3782,2448
2185,1481.jpg,8320,3328,comercial,4584,1460,5728,2534
2186,1481.jpg,8320,3328,comercial,5312,1299,6257,2452
2187,1481.jpg,8320,3328,comercial,5849,1546,7106,2465
2188,1481.jpg,8320,3328,comercial,7175,1546,7552,2248
2189,1481.jpg,8320,3328,comercial,7461,1516,8315,2335
2190,1481.jpg,8320,3328,comercial,2266,1455,2920,2166
2191,1481.jpg,8320,3328,no comercial,0,1364,2179,2309
2192,1482.jpg,8320,3328,no comercial,0,1052,8315,2963
2193,1483.jpg,8320,3328,no comercial,0,627,8315,2582
2194,1484.jpg,8320,3328,comercial,1161,1096,2556,2465
2195,1484.jpg,8320,3328,comercial,5451,1555,5966,2326
2196,1484.jpg,8320,3328,comercial,5858,1568,7006,2400
2197,1484.jpg,8320,3328,comercial,6664,1490,7682,2326
2198,1484.jpg,8320,3328,comercial,2569,1572,5074,2383
2199,1485.jpg,8320,3328,no comercial,0,1178,8315,2630
2200,1486.jpg,8320,3328,comercial,1694,1282,4090,1984
2201,1487.jpg,8320,3328,no comercial,0,1247,8315,2972
2202,1488.jpg,8320,3328,no comercial,1672,1533,3453,2296
2203,1488.jpg,8320,3328,no comercial,3973,1477,6313,2079
2204,1488.jpg,8320,3328,no comercial,0,1516,1650,2417
2205,1489.jpg,8320,3328,no comercial,0,883,8315,2586
2206,1490.jpg,8320,3328,no comercial,0,1122,8315,2816
2207,1491.jpg,8320,3328,no comercial,2751,1373,5455,2266
2208,1491.jpg,8320,3328,comercial,480,1542,1286,2105
2209,1491.jpg,8320,3328,no comercial,1598,1408,2677,2053
2210,1492.jpg,8320,3328,no comercial,0,1221,8315,2539
2211,1493.jpg,8320,3328,comercial,641,1191,2530,2140
2212,1493.jpg,8320,3328,comercial,2534,1542,3150,1962
2213,1493.jpg,8320,3328,comercial,3272,1679,3399,1857
2214,1493.jpg,8320,3328,comercial,3459,1678,3619,1818
2215,1494.jpg,8320,3328,comercial,3436,1083,4978,2578
2216,1494.jpg,8320,3328,comercial,2058,966,3236,2504
2217,1494.jpg,8320,3328,comercial,147,1559,1503,2322
2218,1494.jpg,8320,3328,comercial,1598,1455,2326,2114
2219,1494.jpg,8320,3328,comercial,5591,1513,5907,1893
2220,1494.jpg,8320,3328,comercial,5371,1527,5661,1857
2221,1494.jpg,8320,3328,comercial,5134,1556,5401,1827
2222,1494.jpg,8320,3328,comercial,4890,1540,5168,1850
2223,1495.jpg,8320,3328,comercial,3323,983,6313,2422
2224,1496.jpg,8320,3328,no comercial,4299,1503,4961,1818
2225,1496.jpg,8320,3328,no comercial,3677,1566,4278,1869
2226,1496.jpg,8320,3328,comercial,6248,1464,8315,2495
2227,1496.jpg,8320,3328,comercial,407,1663,2842,2872
2228,1497.jpg,8320,3328,no comercial,0,857,8315,2643
2229,1499.jpg,8320,3328,no comercial,0,1494,8293,3111
2230,1500.jpg,8320,3328,comercial,3891,1442,5108,2634
2231,1500.jpg,8320,3328,comercial,5555,1200,8111,2517
2232,1500.jpg,8320,3328,no comercial,0,956,2391,2794
2233,1501.jpg,8320,3328,no comercial,1226,831,3574,2235
2234,1501.jpg,8320,3328,no comercial,6629,1347,7765,2465
2235,1501.jpg,8320,3328,no comercial,3622,1269,5282,2287
2236,1502.jpg,8320,3328,comercial,5763,1490,6660,2079
2237,1502.jpg,8320,3328,no comercial,6811,1416,8315,2231
2238,1502.jpg,8320,3328,no comercial,0,1200,5602,2474
2239,1503.jpg,8320,3328,comercial,4016,1460,5130,2530
2240,1503.jpg,8320,3328,comercial,6027,1494,8315,2842
2241,1503.jpg,8320,3328,comercial,2283,1399,3566,2595
2242,1503.jpg,8320,3328,no comercial,862,1269,1607,2526
2243,1503.jpg,8320,3328,no comercial,5126,1542,5984,2409
2244,1504.jpg,8320,3328,comercial,2348,1165,3431,2027
2245,1504.jpg,8320,3328,comercial,1113,1460,2383,2066
2246,1504.jpg,8320,3328,comercial,0,1555,1113,2266
2247,1504.jpg,8320,3328,no comercial,3722,1529,4909,2261
2248,1504.jpg,8320,3328,no comercial,4987,1395,5763,2556
2249,1504.jpg,8320,3328,no comercial,5494,1455,7323,2608
2250,1504.jpg,8320,3328,no comercial,6720,1321,8224,2660
2251,1505.jpg,8320,3328,no comercial,1946,1161,4938,2748
2252,1505.jpg,8320,3328,no comercial,4697,1317,7196,2467
2253,1506.jpg,8320,3328,no comercial,2660,1230,3817,2270
2254,1506.jpg,8320,3328,no comercial,4068,1273,5529,2214
2255,1506.jpg,8320,3328,no comercial,1767,1291,2656,2071
2256,1506.jpg,8320,3328,no comercial,853,1239,1785,1967
2257,1507.jpg,8320,3328,comercial,3414,1351,4974,2413
2258,1507.jpg,8320,3328,no comercial,5984,1408,8315,2872
2259,1507.jpg,8320,3328,no comercial,1494,1169,3371,2396
2260,1508.jpg,8320,3328,no comercial,2946,1334,5295,2352
2261,1508.jpg,8320,3328,no comercial,5282,1369,7058,2357
2262,1508.jpg,8320,3328,no comercial,840,1204,2933,2469
2263,1509.jpg,8320,3328,comercial,3609,935,5949,2023
2264,1509.jpg,8320,3328,comercial,5962,1421,8085,2066
2265,1509.jpg,8320,3328,comercial,2140,1169,2469,1975
2266,1509.jpg,8320,3328,comercial,1529,1178,2123,1954
2267,1509.jpg,8320,3328,no comercial,628,1156,1533,1993
